Name,Category,Description,GitHub URL,Stars,Native/Plugin,Language
snakemake,Automation,Workflow management,https://github.com/snakemake/snakemake,2300+,Native,Python
dvc,ML Ops,Data version control,https://github.com/iterative/dvc,14000+,Native,Python
mlflow,ML Ops,ML lifecycle,https://github.com/mlflow/mlflow,19000+,Native,Python
kubeflow,ML Ops,ML on Kubernetes,https://github.com/kubeflow/kubeflow,14500+,Native,Go
metaflow,ML Ops,ML framework,https://github.com/Netflix/metaflow,8200+,Native,Python
hydra,ML Config,Configuration framework,https://github.com/facebookresearch/hydra,8800+,Native,Python
wandb,ML Tracking,Experiment tracking,https://github.com/wandb/wandb,9200+,Native,Python
neptune,ML Tracking,ML metadata store,https://neptune.ai/,N/A,Native,Python
comet,ML Tracking,ML platform,https://www.comet.com/,N/A,Native,Python
clearml,ML Ops,ML/DL ops,https://github.com/allegroai/clearml,5700+,Native,Python
bentoml,ML Deploy,Model serving,https://github.com/bentoml/BentoML,7200+,Native,Python
seldon,ML Deploy,Model deployment,https://github.com/SeldonIO/seldon-core,4400+,Native,Python
triton,ML Deploy,Inference server,https://github.com/triton-inference-server/server,8500+,Native,C++
vllm,ML Deploy,LLM serving,https://github.com/vllm-project/vllm,33000+,Native,Python
text-generation-inference,ML Deploy,LLM serving,https://github.com/huggingface/text-generation-inference,9500+,Native,Rust
llama.cpp,ML Deploy,LLM inference,https://github.com/ggerganov/llama.cpp,71000+,Native,C++
whisper.cpp,ML Deploy,Whisper inference,https://github.com/ggerganov/whisper.cpp,36000+,Native,C++
stable-diffusion.cpp,ML Deploy,SD inference,https://github.com/leejet/stable-diffusion.cpp,3500+,Native,C++
localai,ML Deploy,Local AI server,https://github.com/mudler/LocalAI,26000+,Native,Go
jan,ML Deploy,Local AI assistant,https://github.com/janhq/jan,25000+,Native,TypeScript
lmstudio,ML Deploy,Local LLM GUI,https://lmstudio.ai/,N/A,Native,Various
gpt4all,ML Deploy,Local LLMs,https://github.com/nomic-ai/gpt4all,71000+,Native,C++
privateGPT,ML Deploy,Private LLM,https://github.com/zylon-ai/private-gpt,54000+,Native,Python
chatbot-ui,AI,ChatGPT clone,https://github.com/mckaywrigley/chatbot-ui,29000+,Native,TypeScript
open-webui,AI,LLM web UI,https://github.com/open-webui/open-webui,52000+,Native,Svelte
text-generation-webui,AI,LLM web UI,https://github.com/oobabooga/text-generation-webui,41000+,Native,Python
librechat,AI,ChatGPT clone,https://github.com/danny-avila/LibreChat,19000+,Native,TypeScript
chatgpt-web,AI,ChatGPT web client,https://github.com/Chanzhaoyu/chatgpt-web,31500+,Native,Vue
lobe-chat,AI,AI chat framework,https://github.com/lobehub/lobe-chat,50000+,Native,TypeScript
comfyui,AI,Stable Diffusion UI,https://github.com/comfyanonymous/ComfyUI,58000+,Native,Python
automatic1111,AI,Stable Diffusion UI,https://github.com/AUTOMATIC1111/stable-diffusion-webui,145000+,Native,Python
fooocus,AI,Image generation,https://github.com/lllyasviel/Fooocus,42000+,Native,Python
invoke-ai,AI,Creative engine,https://github.com/invoke-ai/InvokeAI,24000+,Native,Python

